book_number,book_name,cover,authors,press,publish_year,price,score,tags
1703933,菲钦油画肖像选,https://img9.doubanio.com/view/subject/s/public/s8820476.jpg,:全山石,山东美术出版社,2005-10,50.00, ,菲钦|油画|艺术|绘画|画册|图鉴与画册|肖像|美术
1179646,黄昏后的契机,https://img3.doubanio.com/view/subject/s/public/s1130693.jpg,:(英国)凯文·奥顿奈尔著、王萍丽译,北京大学出版社,2004-7-1,25.00, ,哲学|后现代|后现代主义|文化|社会|概述|西学|英国
1703932,荷兰建筑名家细部设计,https://img9.doubanio.com/view/subject/s/public/s10431144.jpg,:艾德·米利特,福建科学技术出版社,2005-8,168.00, ,建筑|细部|荷兰|陈镌|建筑技术|设计|材料与建构|材料.过程.结构
3276795,7-11之恋,https://img9.doubanio.com/view/subject/s/public/s3336935.jpg,蔡智恒,万卷出版公司,2008-10,22.00, ,蔡智恒|痞子蔡|小说|台湾|爱情|7-11之恋|青春文学|青春
2228210,特殊传说10 水之妖精族,https://img3.doubanio.com/view/subject/s/public/s2720172.jpg,护玄,威向,2007-09-12,, ,护玄|特殊傳說|轻小说|小说|奇幻|台湾|玄幻|護玄
2228209,水晶灯 今岁东风晚,https://img9.doubanio.com/view/subject/s/public/s2671265.jpg,:沐雨聆音,威向,2007/09/12,, ,耽美|沐雨聆音|腐物♪|耽美小说|小说|bl小说(阿耀)|过眼录|腐~飘过
4718577,伯爵と妖精 月なき夜は鏡の国でつかまえて,https://img9.doubanio.com/view/subject/s/public/s4230535.jpg,:谷瑞恵(著)|高星麻子(イラスト),集英社,2009/7/31,560, ,轻小说|伯爵と妖精|谷瑞穗|日本|乙女向|谷瑞恵|高星麻子|青春
1048570,1937年的爱情,https://img3.doubanio.com/view/subject/s/public/s22695821.jpg,叶兆言,时代文艺出版社,2002-05,16.80, ,叶兆言|小说|南京|中国当代文学|爱情|1937年的爱情|中国文学|中国
2228211,凤于九天15 爱恨烽烟,https://img1.doubanio.com/view/subject/s/public/s2671268.jpg,风弄,威向,2007-09-05,, ,耽美|风弄|凤于九天|小说|BL|穿越|耽美小说|古风
4194296,艾丽斯与罗妮的秘密,https://img1.doubanio.com/view/subject/s/public/s4138639.jpg,:[美]劳拉·李普曼|LauraLippman,新星出版社,2010年1月,26.00, ,劳拉·李普曼|悬疑|美国|推理|外国文学|小说|新星出版社|0.悬疑
1441780,游戏之旅,https://img9.doubanio.com/view/subject/s/public/s24444264.jpg,云风,电子工业出版社,2005-12-01,46.00, ,游戏开发|编程|游戏|程序人生|计算机|云风|编程素养|Programming
1048562,好小子,https://img9.doubanio.com/view/subject/s/public/s1347114.jpg,[挪威]罗尔德·达尔,明天出版社,2004-4-1,12.50, ,儿童文学|罗尔德·达尔|英国|童话|罗尔德.达尔|任溶溶|RoaldDahl|童书
2359281,馬拉美詩選,https://img9.doubanio.com/view/subject/s/public/s2825385.jpg,:馬拉美,桂冠圖書,1995-02-01,, ,诗歌|马拉美|法国文学|象征主义|法国|诗|Stéphane_Mallarmé|M莫渝
1048563,勃朗宁诗选,https://img9.doubanio.com/view/subject/s/public/s1036055.jpg,:[英]罗伯特·勃朗宁,海天出版社,1999-9,26.00, ,诗歌|英国文学|英国|勃朗宁诗集|勃朗宁|罗伯特·勃朗宁|外国文学|飞白
2228200,你是我的幸福吗,https://img9.doubanio.com/view/subject/s/public/s2671255.jpg,林紫绪,心手两忘,,, ,耽美|林紫绪|bl|耽美小说|小说|我爱宁静路系列|BL小说|闲书
2228203,温柔之剑,https://img1.doubanio.com/view/subject/s/public/s2671259.jpg,狐狸,威向,2007-09-20,NT 180, ,耽美|fox^^|耽美小说|小说|BL|Fox|都市|狐狸
1048540,形形色色的曲线--中学生文库数学趣味辑,https://img1.doubanio.com/view/subject/s/public/s3641457.jpg,:蒋声,上海教育出版社,1998-01,6.70, ,数学|科普|未电|几何|2010|戹
1048543,交叉询问的艺术,https://img9.doubanio.com/view/subject/s/public/s1659906.jpg,:[美]弗兰西斯·威尔曼,红旗出版社,2000,18.00, ,法律|交叉询问|交叉询问的艺术|法学|提问|实务|法务|质询
1834959,爱在西元年,https://img1.doubanio.com/view/subject/s/public/s3225077.jpg,彭柳蓉,知识出版社,2006-05,20.0, ,爱在西元年|彭柳蓉|小说|穿越|玄幻|言情|穿越-朝代|电子书
1048552,天遇,https://img9.doubanio.com/view/subject/s/public/s2020416.jpg,:[罗]弗洛林·迪亚库|[美]菲利普·霍尔姆斯,上海科技教育出版社,2001-12,19.00, ,科普|混沌|数学|物理|科学|普林斯顿科学文库|系统科学|物理学
1048553,被钉十字架的上帝,https://img1.doubanio.com/view/subject/s/public/s1274858.jpg,:莫尔特曼,三联书店上海分店,1997-01,21.40, ,神学|宗教|基督教|莫尔特曼|哲学|思想|被钉十字架的上帝|神学/宗教
1834971,女总裁告诉你,https://img3.doubanio.com/view/subject/s/public/s4284922.jpg,:[美]艾米·亨利(AmyHenry),新华出版社,2006-8,22.80, ,职场|女性|励志|管理|女性成长|女总裁告诉你|女性成长书|成长
1048539,富爸爸年轻退休,https://img3.doubanio.com/view/subject/s/public/s1220131.jpg,莎伦·L·莱希特|[美]罗伯特·T·清崎,电子工业出版社,2003-4,28.00, ,理财|富爸爸|投资|投资理财|富爸爸，穷爸爸|财务自由|财商|经济
1966048,Second Variety,https://img3.doubanio.com/view/subject/s/public/s1994140.jpg,:PhilipKDick,Gollancz,1999,GBP 9.99, ,科幻|PKD|SF|战争|小说|外国文学|:虚构:科幻|-2007年读完
3014617,比安基动物小说,https://img9.doubanio.com/view/subject/s/public/s2972585.jpg,:[俄]比安基,人民文学出版社,2008,16.00, ,比安基|儿童文学|动物小说|俄罗斯|苏联文学|苏联|生态文学|文学
1048535,崇祯传,https://img9.doubanio.com/view/subject/s/public/s1716506.jpg,樊树志,人民出版社,1997-11,30.10, ,明史|历史|崇祯|传记|樊树志|明朝|人物传记|中国历代帝王传记丛书
2359268,2009年中国自助游（全新升级）,https://img9.doubanio.com/view/subject/s/public/s3476394.jpg,:《中国自助游》编辑部,陕西师范大学出版社,2009-1-1,36.00, ,旅行|旅游|2008中国自助游|自助|自助手册|手册|自助游|文化
2359261,数论与密码学教程,https://img3.doubanio.com/view/subject/s/public/s5872490.jpg,:科布科茨,世界图书出版公司,2008-1,35.00, ,数论|数学|密码学|技术|GTM|英语|程序|毛毛的书
3145696,教育心理学,https://img3.doubanio.com/view/subject/s/public/s26009593.jpg,:伍尔福克(AnitaWoolfolk),中国轻工业出版社,2012-3-1,68.00, ,心理学|教育心理学|教育|心理学参考教材|教学|心理|儿童教育|人。律
3407846,帝国春秋,https://img3.doubanio.com/view/subject/s/public/s3530801.jpg,:林国基（主编）,世纪文景 上海人民出版社,2009-01,28.00, ,政治哲学|林国基|海国图志|历史|政治学|帝国|哲学|文化
3538906,冷靜的暗房,https://img3.doubanio.com/view/subject/s/public/s3598530.jpg,:李昱宏,書林,2008-12-8,NT250, ,摄影|李昱宏|攝影|视觉文化|开卷八分钟|梁文道|摄影、美术|視覺文化
3932133,两列小火车,https://img3.doubanio.com/view/subject/s/public/s3943432.jpg,:玛格丽特·怀斯·布朗|利奥·黛安娜·狄龙,河北教育出版社,2009-7,29.80, ,绘本|美国|玛格丽特·怀兹·布朗|童书|2-3岁|繪本|启发|儿童书
1703876,猫耳朵音乐绘本2幸福的缘光孙燕姿历年畅销金曲演奏辑(CD),https://img3.doubanio.com/view/subject/s/public/s1957512.jpg,:,,1900-01-01,22.0, ,音乐|Stephenie|青春|猫耳朵|成长
1441747,大学的使命,https://img1.doubanio.com/view/subject/s/public/s26012767.jpg,:奥尔特加·加塞特(OrtegaY.Gasset),浙江教育出版社,2001,7.00, ,教育|高等教育|教育学|大学|加塞特|高等教育学阅读|社会学|汉译世界高等教育名著丛书
1179603,品牌22律,https://img1.doubanio.com/view/subject/s/public/s1305019.jpg,:阿尔・里斯|劳拉・里斯|储文胜|周安柱|梅清豪,上海人民出版社,2004-7-1,28.0, ,品牌|营销|商业|品牌管理|管理|战略|经管|传播
1310673,遥远的野玫瑰村,https://img3.doubanio.com/view/subject/s/public/s2202892.jpg,:安房直子,少年儿童出版社,2004-03,17, ,安房直子|童话|日本|儿童文学|日本文学|遥远的野玫瑰村|温馨|童书
1048531,笛声何处,https://img3.doubanio.com/view/subject/s/public/s1914983.jpg,余秋雨,古吴轩出版社,2004-06,22.00, ,余秋雨|昆曲|散文|笛声何处|戏曲|文化|中国文学|戏剧
1703880,天兆 signs(VCD),https://img9.doubanio.com/view/subject/s/public/s1954316.jpg,:,,1900-01-01,36.0, ,科幻|天兆|影碟|奇幻|外星人|信仰|电影|读过的兆
1048524,尼采传,https://img1.doubanio.com/view/subject/s/public/s1036017.jpg,:丹尼尔・哈列维[法],贵州人民出版社,2004-06,29.80, ,尼采|传记|哲学|人物传记|尼采传|德国|思想|人物
2097094,唐人小说与政治,https://img3.doubanio.com/view/subject/s/public/s2732461.jpg,:卞孝萱,鹭江出版社,2003-01-01,28.0, ,卞孝萱|小说|古典文学|历史|学术|隋唐|文学与政治的勾连|隋唐史
1048526,三遂平妖传,https://img3.doubanio.com/view/subject/s/public/s1036021.jpg,:（明）罗贯中，冯梦龙补改，刘紫梅点校,中华书局,2004-11,15.00, ,罗贯中|古典文学|小说|神怪|冯梦龙|中国古代文学|魔幻|中国
3014596,潮爆中國 CHIC CHINA CHIC,https://img3.doubanio.com/view/subject/s/public/s29825070.jpg,:李照興,天窗,03/2008,HK$98, ,香港|李照興|城市文化|潮爆中国|中國|文化|城市研究|城市
3014606,洪水之后,https://img1.doubanio.com/view/subject/s/public/s3004847.jpg,:[捷克]埃娃・康图尔科娃,人民文学出版社,2008-3,18.00, ,小说|外国文学|捷克|东欧|女性|洪水之后|埃娃・康图尔科娃|心理
1048529,论老年 论友谊 论责任,https://img3.doubanio.com/view/subject/s/public/s3035093.jpg,[古罗马]西塞罗,商务印书馆,2003-12,18.00, ,哲学|西塞罗|古罗马|人生|汉译世界学术名著丛书|老年|友谊|西方哲学
4194260,我们为什么说谎,https://img1.doubanio.com/view/subject/s/public/s8905989.jpg,:戴维·利文斯通·史密斯,华东师范大学出版社,2010-1,25.00, ,心理学|认知科学|进化心理学|科普|说谎|谎言|戴维·史密斯|心理
1966028,别说不可能,https://img3.doubanio.com/view/subject/s/public/s24584683.jpg,:吴锦珠,二十一世纪,2007-1,22.80, ,激励|励志|梁凯恩|成功|改变人生|思维方式|梦想|心理学
3014601,沧海Ⅵ,https://img3.doubanio.com/view/subject/s/public/s2976551.jpg,凤歌,重庆出版社,2008-03,20.00, ,武侠|凤歌|小说|沧海|新武侠|武侠小说|中国|中国小说－武侠－凤歌
3014607,暴风雨夜，暴风雨夜,https://img3.doubanio.com/view/subject/s/public/s2972581.jpg,:[美]狄金森,人民文学出版社,2008-3,19.00, ,诗歌|狄金森|艾米莉·狄金森|美国|外国文学|美国文学|文学|诗集
1310641,数学的100个基本问题,https://img3.doubanio.com/view/subject/s/public/s10310493.jpg,:靳平,山西科学技术出版社,2004-1,17.00, ,数学|科普|趣味数学|思维|问题|推荐|计算机|图书馆推荐
1965995,金融犯罪,https://img1.doubanio.com/view/subject/s/public/s3872688.jpg,:(法)迪皮伊-达侬,中国大百科全书出版社,2006-1,20.00, ,金融|法律|犯罪|经济|法学|经济学|灰色金融|我有的书
1834942,文字形态历史(1)/视觉语言丛书,https://img3.doubanio.com/view/subject/s/public/s3322951.jpg,朱锷,广西美术出版社,1,29.00, ,字体设计|设计|朱锷|文字|平面设计|typography|音韵学|字体
1834946,手斧男孩,https://img1.doubanio.com/view/subject/s/public/s1788698.jpg,:[美]盖瑞·伯森,吉林文史出版社,2006-6,17.00, ,儿童文学|野外求生|手斧男孩|探险|勇敢|男孩|美国|小说
3014578,鈴木えみ写真集 Ｌｏｖｅ ｌｏｖｅ,https://img1.doubanio.com/view/subject/s/public/s2972519.jpg,:鈴木えみ,集英社,2006,1700円, ,鈴木えみ|写真|日本|写真集|摄影|寫眞集|寫真|美少女
1441725,大家的经济学,https://img3.doubanio.com/view/subject/s/public/s1540850.jpg,:茅于轼|岑科,南方日报出版社,2005年,35.00, ,经济学|茅于轼|经济|经济学入门|大家的经济学|入门|思想的源泉|Economic
3276721,Nami,https://img9.doubanio.com/view/subject/s/public/s3336846.jpg,:SyoinKajii,Little More,2004-07,, ,摄影书|摄影
3145661,管道的力量,https://img1.doubanio.com/view/subject/s/public/s10278039.jpg,:贝克·哈吉斯,中国青年出版社,2008-7,13.80, ,管道的力量|财商|理财|财务自由|投资|致富|创业|管道的故事
3145665,政治的概念,https://img1.doubanio.com/view/subject/s/public/s22695978.jpg,:李强,北京大学出版社,2008年,32.00, ,政治学|李强|政治哲学|政治|当代政治哲学/政治科学|哲学|政治哲学/政治科学|思想
3145662,梦想生意,https://img1.doubanio.com/view/subject/s/public/s4671818.jpg,:贝克·哈吉斯,,2008-7,15.80, ,财务自由|营销|自我成长|致富|创业|投资|财商|理财
4849595,大道无形,https://img3.doubanio.com/view/subject/s/public/s6816101.jpg,:博君编,,2010-5,25.00, ,日本|经济学|经济管理|管理|大道无形—日本商业的运作模式|金融|论政论道|杂
3145649,从亏损到赢利,https://img3.doubanio.com/view/subject/s/public/s3210262.jpg,:马博,企业管理出版社,2008年6月,36.00, ,投资|交易|金融|股票|期货|投资理念|投机|操盘
3276722,如花美眷,https://img3.doubanio.com/view/subject/s/public/s3336842.jpg,:刘利,中国长安出版社,2008-11,26.00, ,旅行|随笔|如花美眷|刘利|女子|小说|散文随笔|散文
1048496,秘密花园,https://img9.doubanio.com/view/subject/s/public/s1237635.jpg,[美]弗朗西丝·伯内特,人民文学出版社,1999-05,10.90, ,儿童文学|美国|秘密花园|小说|外国文学|童话|经典|纯净
3014576,陪安东尼度过漫长岁月,https://img9.doubanio.com/view/subject/s/public/s2998096.jpg,安东尼,长江文艺出版社,2008-3,18.00, ,安东尼|陪安东尼度过漫长岁月|随笔|绘本|生活|青春|随意|治愈
4063165,多少恨,https://img3.doubanio.com/view/subject/s/public/s7027780.jpg,张爱玲,花城出版社,1990年4月,2.10, ,张爱玲|爱情|多少恨|小说|民国|中国文学|張愛玲|现当代文学
1310627,如鱼得水记单词.四级词汇语境记忆,https://img1.doubanio.com/view/subject/s/public/s1817008.jpg,:茅风华,第1版 (2003年9月1日),2003-12,14.80, ,英语教学|教育|语言|词汇|图书馆借书
1703837,鲁滨逊,https://img3.doubanio.com/view/subject/s/public/s26278513.jpg,:道本周,科学出版社,2004-12,65.00, ,数学|传记|科普|非标准分析|历史|《逻辑的引擎》
1048477,摄大乘论世亲释集注,https://img3.doubanio.com/view/subject/s/public/s1035981.jpg,:无著，造论,上海古籍出版社,2004-08,38.00, ,佛教|佛学|唯识|宗教|佛经|佛学/佛教/佛家|经典|梵故
1048479,这是女孩子的事,https://img1.doubanio.com/view/subject/s/public/s1180788.jpg,:贝琳达.汉福,中国社会科学出版社,2002-05,22.00, ,女性|这是女孩子的事|健康|科普|给以后的女儿|妈妈给买当时青春期的我买的。。|青春期必读|生活
1048473,清末四公子,https://img9.doubanio.com/view/subject/s/public/s1120614.jpg,高阳,华夏出版社,2004-5-1,20.00, ,高阳|历史|清史|小说|传记|清末四公子|笔记|晚清史
1048489,周易入门,https://img1.doubanio.com/view/subject/s/public/s10117118.jpg,:张善文,华东师范大学出版社,2004-11,15.00, ,周易|周易入门|国学|易经|哲学|易学|张善文|入门
3145640,开始在荷兰自助旅行,https://img9.doubanio.com/view/subject/s/public/s5917895.jpg,:陈奕伸,旅游教育出版社,2008-8,28.00, ,荷兰|旅行|旅游|旅行指南|纸质版|知识类-海外|浅游文|2009
3145642,开始在意大利自助旅行,https://img1.doubanio.com/view/subject/s/public/s3275748.jpg,:吴静雯,旅游教育出版社,2011-7,30.00, ,旅行|意大利|技术书|吴静雯|生活|提升类-语言|心情。|天山图书馆
1441707,小蝴蝶小披风,https://img3.doubanio.com/view/subject/s/public/s1459163.jpg,幾米,现代出版社,2005-12,25.00, ,几米|绘本|幾米|小蝴蝶小披风|台湾|漫画|繪本|jimmy
2359212,文化@私生活,https://img1.doubanio.com/view/subject/s/public/s2855588.jpg,王小峰,上海人民出版社,2008-1,24.00, ,王小峰|随笔|文化@私生活|杂文|王三表|三表|文化|国内杂评
1048475,迷人的科学风采,https://img1.doubanio.com/view/subject/s/public/s11089277.jpg,:约翰.格里宾|等,上海科技教育出版社,2005-4,23.30, ,费曼|传记|科普|Feynman|物理学|Richard·Feynman|科学|物理
3145641,开始在新加坡自助旅行,https://img3.doubanio.com/view/subject/s/public/s3237613.jpg,:王之义,旅游教育出版社,2008-8-1,32.00, ,新加坡|旅行|自助游|攻略|旅行指南|MARK|人生规划|个人管理
2359197,然而,https://img3.doubanio.com/view/subject/s/public/s2825273.jpg,:[法]菲利浦·福雷(PhilippeForest),北京图书馆出版社,2007-06,18.00, ,菲利浦·福雷|法国|小说|外国文学|日本|小林一茶|法国文学|然而
1965977,我的抑郁症,https://img3.doubanio.com/view/subject/s/public/s2848721.jpg,[美]伊丽莎白·斯瓦多,新星出版社,2007-1,25.00, ,绘本|抑郁症|心理学|我的抑郁症|心理|伊丽莎白·斯瓦多|美国|王安忆
3932063,读库0904,https://img3.doubanio.com/view/subject/s/public/s3943641.jpg,张立宪,新星出版社,2009-8,30.00, ,读库|张立宪|人文|老六|文化|随笔|中国|社会
4194222,Sleepwalk,https://img1.doubanio.com/view/subject/s/public/s4098718.jpg,:ZhengYaohua,good morning light,2009,90RMB/15USD, ,摄影|早安日光|Photography|艺术|旅行|light|good|郑耀华
3014538,观自在手记,https://img3.doubanio.com/view/subject/s/public/s2972471.jpg,:石朝颖,新雨出版社,1997,NT170, ,自我治疗|灵修|非常有用的一本书|观自在|石朝颖|成长|心灵
2359192,85新潮档案2,https://img3.doubanio.com/view/subject/s/public/s6496422.jpg,:费大为,上海世纪（上海人民）,2007-11,118.00, ,85新潮|当代艺术|艺术|艺术史|费大为|中国|笔记|档案
1310590,波得·沃克 极简主义庭园,https://img3.doubanio.com/view/subject/s/public/s7648292.jpg,:里尔·莱威彼得·沃克,东南大学出版社,2003-1,160.00, ,彼得·沃克|景观|景观设计|极简主义|设计|少就是多——极简主义园林设计师彼得·沃克|园林|LA
1048443,"好女孩上天堂,坏女孩走四方",https://img9.doubanio.com/view/subject/s/public/s1035955.jpg,,江苏人民出版社,1998-04,12.80, ,女性|女性主义|励志|好女孩上天堂，坏女孩走四方|心理学|心理|德国|每天变坏一点点
1048452,春游纪梦,https://img9.doubanio.com/view/subject/s/public/s1138925.jpg,:张伯驹,辽宁教育出版社,1998-03,12.00, ,张伯驹|散文|艺术|笔记|文化|私人史|文学|新世纪万有文库
1048466,宋：西风凋碧树,https://img3.doubanio.com/view/subject/s/public/s1035973.jpg,:赵益,陕西师范大学出版社,2004-09,30.00, ,历史|宋朝|宋史|中国|人文（历史）|中国历史|政治|人文
1965957,中国虎,https://img1.doubanio.com/view/subject/s/public/s2347227.jpg,李克威,人民文学出版社,2007-3,28.00, ,中国虎|小说|动物|生态|环保|李克威|当代文学|当代中国小说
3014539,數論導引,https://img9.doubanio.com/view/subject/s/public/s2987906.jpg,:華羅庚,科學出版社,1957,4.60 统一书号: 13031-245, ,数学|数论|华罗庚|数学大家著作|科普|名著|math|数论导引
3014541,从单位圆谈起,https://img9.doubanio.com/view/subject/s/public/s4678616.jpg,:华罗庚,科学出版社,1977,0.52 统一书号: 13031-521, ,数学|华罗庚|科普|数论|数学文化|重要|popscience|mathematical_culture
3014549,墨水血,https://img9.doubanio.com/view/subject/s/public/s2972486.jpg,:柯奈莉亞˙馮克,大田,2008 年 03 月 24 日,380, ,奇幻|柯奈莉亚|魔幻|墨水血|西洋|德國文學|德国|儿童
3014547,一个女孩,https://img3.doubanio.com/view/subject/s/public/s2972752.jpg,陈丹燕,明天出版社,,, ,陈丹燕|青春|小说|中国文学|中国|陈丹燕。|文革|小说·华文。
4718480,血族新娘（上）,https://img3.doubanio.com/view/subject/s/public/s4354991.jpg,:Vivibear,万卷出版公司,2010-03,26.80, ,Vivibear|吸血鬼|言情|小说|穿越|血族新娘|vivibear|爱情
3276681,他其实没那么喜欢你,https://img9.doubanio.com/view/subject/s/public/s3387396.jpg,:（美）格莱哥·贝伦特|（美）丽兹·塔西露,高等教育出版社,2008-11,15.00, ,他其实没那么喜欢你|爱情|两性|心理|女性|心理学|美国|外国文学
4849547,Router OS 全攻略,https://img1.doubanio.com/view/subject/s/public/s4380049.jpg,:崔北亮,电子工业出版社,2010 年5月,50.00, ,网络管理|互联网|RouterOS|网络|计算机|路由器|系统管理|ddd
4718464,民族主义,https://img1.doubanio.com/view/subject/s/public/s6143867.jpg,:(美)里亚·格林菲尔德,上海三联书店,2010-1,68.00, ,民族主义|政治学|社会学|格林菲尔德|政治|政治哲学|历史|社会
4718472,一本关于颜色的黑书,https://img9.doubanio.com/view/subject/s/public/s32274606.jpg,:【委内瑞拉】梅米娜·哥登文|露莎娜·法利亚图,接力出版社,2010-1,32.80, ,绘本|一本关于颜色的黑书|委内瑞拉|触觉|颜色|童书|想象|繪本
1179505,菩提树下听禅的故事,https://img1.doubanio.com/view/subject/s/public/s1285258.jpg,:惟真|惟真,中国华侨出版社,2004-8-1,19.80, ,佛教|哲学|静心，闲适|禅学|１.|溜书
1441635,巴黎時間旅行,https://img9.doubanio.com/view/subject/s/public/s1459075.jpg,:鹿島茂,果實,2005年10月,NT$280, ,鹿島茂|巴黎|旅行|日本|游记|随笔|鹿岛茂|非虚构
1834854,我是这样当上总裁的,https://img9.doubanio.com/view/subject/s/public/s6532215.jpg,:樋口泰行,中国铁道出版社,2006-6,25.00, ,传记|职场|自传|商业|个人管理|日本|我是这样当上总裁的！|学习
1310584,初等数论,https://img3.doubanio.com/view/subject/s/public/s5703261.jpg,:潘承洞,北京大学出版社,2003-1,35.00, ,数学|数论|初等数论|教材|经典|数学基础|计算机|Mathematics
1834853,历史上的多尔衮,https://img3.doubanio.com/view/subject/s/public/s5658902.jpg,:纪连海,中国民主法制出版社,2006-5,32.00, ,历史|纪连海|百家讲坛|多尔衮|传记|清朝|清史|中国历史
1048436,无领到白领,https://img3.doubanio.com/view/subject/s/public/s1173431.jpg,:许国庆,中信出版社,2004-09,20.00, ,求职|职场|工作|个人发展类|励志|职业规划|简历|从无领到白领
1048441,透明的哀伤,https://img1.doubanio.com/view/subject/s/public/s2503809.jpg,:席慕蓉,南海出版公司,2003-08,20.00, ,席慕蓉|散文|透明的哀伤|中国文学|台湾|诗歌|席慕容|文学
1048423,奥威尔文集,https://img9.doubanio.com/view/subject/s/public/s1035934.jpg,:奥威尔,中国广播电视出版社,1997-04-01,15.60, ,乔治・奥威尔|英国|奥威尔|随笔|外国文学|乔治·奥威尔|英国文学|杂文
3100110,大历诗略笺释辑评,https://img1.doubanio.com/view/subject/s/public/s5902868.jpg,:乔亿,,2008-3,85.00, ,古典文学|诗歌|文学|暂未标签|文学研究|唐诗|唐|古代文论
3407737,致命危情,https://img1.doubanio.com/view/subject/s/public/s3530698.jpg,:琳達．霍華,果樹,2005-09-01,, ,西曼|言情|琳达·霍华|罗曼史|小说|爱情|欧美|Romance
3014502,給冥王星,https://img9.doubanio.com/view/subject/s/public/s6985444.jpg,:張惠菁,大塊文化,2008-2,100.00, ,張惠菁|台灣|給冥王星|散文|台湾|陳綺貞下個星期去英國|散文隨筆|陳綺貞
2228075,创造性破坏,https://img3.doubanio.com/view/subject/s/public/s5761723.jpg,:福斯特等,中国人民大学出版社,2007-7,46.00, ,管理|创新|商业|经济学|麦肯锡|熊彼得|innovation|咨询
3014514,李清照词欣赏,https://img3.doubanio.com/view/subject/s/public/s2972422.jpg,刘瑜,民族出版社,,, ,李清照|诗词|中国文学|韻文|诗歌|李清照词欣赏|古典诗词|2010
2228085,The Complete Poetry of Edgar Allan Poe,https://img3.doubanio.com/view/subject/s/public/s29608600.jpg,:EdgarAllanPoe,Penguin,1996-11-1,GBP 4.50, ,爱伦·坡|诗歌|AllenPoe|Poe|英文原版|歌特|Poetry|美国文学
4718441,南方草木状,https://img3.doubanio.com/view/subject/s/public/s6143303.jpg,:嵇含,廣東科技出版社,2009.2,17.50, ,植物|草木|嵇含|博物|本草文献|名物|古典文学|嶺南
3932005,學生會的一存,https://img1.doubanio.com/view/subject/s/public/s3941539.jpg,:葵せきな|狗神煌,台灣角川,2009-08-12,NT$180, ,轻小说|葵せきな|日本|碧阳学园学生会议事录|狗神煌|学生会的一己之见|碧陽學園學生會|輕小說
1441618,东瀛奇葩 : 日本历史上的杰出女性,https://img3.doubanio.com/f/shire/5522dd1f5b742d1e1394a17f44d590646b63871d/pics/book-default-lpic.gif,:松下孝子,中国社会科学出版社,1998,, ,日本|女性|论文相关
1310537,调和分析讲义,https://img1.doubanio.com/view/subject/s/public/s9831178.jpg,:周民强编,北京大学出版社,2003-6,13.0, ,数学|调和分析|周民强|，数学教材|教材|想啃的|恰恰需要这本好书|调和分析5
1834833,中国通史选读,https://img3.doubanio.com/view/subject/s/public/s1744521.jpg,:雷海宗|黄振萍整理,北京大学出版社,2006-5,62.00, ,历史|雷海宗|中国历史|通史|中国史|古代史|史学研究|中国
1703777,疯狂英语十周年精选 诗歌特辑,https://img3.doubanio.com/view/subject/s/public/s2378320.jpg,:16开,音像制品,2006-09-12,20.0, ,诗歌|英语|英语学习|文学|我的磁带时代一去不复返|豆瓣好人提供音频|英文原版|开卷有益
1048412,威尔斯科幻小说全集,https://img9.doubanio.com/view/subject/s/public/s3991816.jpg,:[英]赫·乔·威尔斯,太白文艺出版社,1999-10,12.60, ,科幻|小说|英国|威尔斯|H·G·威尔斯|科幻小说|幻想|反乌托邦
1048415,文心雕龙全译,https://img1.doubanio.com/view/subject/s/public/s1035929.jpg,刘勰,贵州人民出版社,1996-03,27.6, ,古典文学|齐·中国历代名著全译丛书（贵州人民出版社）|古典名著|文论|收藏|我有实体书♥|古籍|中国文学
1179486,世界装饰经典图鉴,https://img3.doubanio.com/view/subject/s/public/s9903432.jpg,:(英)琼斯,上海人民美术出版社,2004-08-01,68.00, ,艺术|装饰|世界装饰经典图鉴|设计|工具书|装饰艺术|类别工具书|装饰图
1834839,梼杌闲评,https://img9.doubanio.com/view/subject/s/public/s2695824.jpg,:不题撰人,齐鲁书社,2008/04/01,29.00, ,古典文学|古代小说|中国古典文学|禁毁小说|古典|文学|小说|古代文学
1834850,外国电影名作欣赏,https://img3.doubanio.com/view/subject/s/public/s5651803.jpg,:何宝民,海燕出版社,2006-1,18.00, ,电影|喵喵|艺术|夏天|书籍|yrdtrt|_|M描过的书
1048411,战栗,https://img9.doubanio.com/view/subject/s/public/s1035925.jpg,余华,上海文艺出版社,2004-01,12.00, ,余华|小说|中国文学|战栗|先锋派|中国|当代文学|文学
2096981,韩愈和孟郊的诗歌,https://img3.doubanio.com/view/subject/s/public/s4065623.jpg,:(美)斯蒂芬.欧文,天津教育出版社,2004,14.5, ,宇文所安|海外中国研究|唐诗|诗歌|海外汉学|文学|文学研究|古典文学
3145555,经营分析与评价,https://img3.doubanio.com/view/subject/s/public/s21942052.jpg,:（美）帕利普|（美）希利,东北财经大学出版社有限责任公司,2008-6,39.00, ,财报分析|经营分析|投资|财务分析|财务|经济|财务报表分析|金融
4849493,在寂与寞的川流上,https://img3.doubanio.com/view/subject/s/public/s4411310.jpg,寐语者,北方联合出版传媒（集团）股份有限公司，万卷出版公司,2010-6,29.00, ,寐语者|职场|言情|小说|现代都市|职场小说|爱情|现代
3145570,富兰克林自传,https://img3.doubanio.com/view/subject/s/public/s3434890.jpg,[美]本杰明·富兰克林,中央编译出版社,2008,20.00, ,传记|富兰克林|自传|人物传记|本杰明·富兰克林|励志|英文原版|美国
