book_number,book_name,cover,authors,press,publish_year,price,score,tags
1047416,弹指词笺注,https://img3.doubanio.com/view/subject/s/public/s1261160.jpg,:张秉戍,北京出版社,1999-01,30.00, ,诗词|顾贞观|詩詞|清朝|中国古典文学|诗歌|纳兰|梁汾
1047423,季羡林散文,https://img3.doubanio.com/view/subject/s/public/s10149042.jpg,季羡林,浙江文艺出版社,1999-9-1,25.00, ,季羡林|散文|中国文学|季羡林散文|国学|文学|语言学|读书随笔
1440630,里尔克精选集,https://img1.doubanio.com/view/subject/s/public/s1932597.jpg,[奥地利]莱内·马利亚·里尔克|编者李永平,北京燕山出版社,2005-6,30.00, ,里尔克|诗歌|外国文学|诗|德语文学|散文|奥地利|诗集
2095990,韩良露私房滋味,https://img1.doubanio.com/view/subject/s/public/s3258547.jpg,:韩良露,台灣麥田,2005,280TWD, ,韩良露|美食|饮食|寫飲記食|饮食文化|飲食|韓良露|麥田
2227055,北魏洛阳永宁寺 1979～1994年考古发掘报告,https://img1.doubanio.com/view/subject/s/public/s6526577.jpg,:中国社会科学院考古研究所著,中国大百科全书出版社,1996年,180.00, ,考古|魏晋南北朝|永宁寺|魏晋南北朝史|洛阳|报告|释家类|造像
4193146,不敗經典設計,https://img1.doubanio.com/view/subject/s/public/s4198657.jpg,:凱薩琳·麥克戴蒙（CatherineMcDermott）|希拉蕊·貝揚（HilaryBeyer）,原點出版社,2009-07-27,NTD$360, ,设计|Design|設計|工业设计|設計相關|英国|恋物|艺术
3275625,叶曼讲般若心经,https://img1.doubanio.com/view/subject/s/public/s3335308.jpg,:叶曼,台湾圆神出版社,1992,160, ,佛学|哲学|叶曼|国学|佛教|文贤书院|宗教|生活
3013502,撬动幸福,https://img1.doubanio.com/view/subject/s/public/s2997919.jpg,奚恺元,中信出版社,2008-3-1,36.00, ,心理学|幸福学|奚恺元|思维|幸福|行为经济学|心理|撬动幸福
4717430,禅七仪规,https://img3.doubanio.com/view/subject/s/public/s6862521.jpg,:释一诚,,2010-1,68.00, ,禅|佛教|禅七|宗教哲学|佛教规矩|仪轨
3275640,神墓12·逆乱时空,https://img1.doubanio.com/view/subject/s/public/s8478408.jpg,辰东,九州出版社,2008-11,22.80, ,玄幻|神墓|辰东|网络小说|小说|玄幻小说|玄幻，魔幻，奇幻|网络文学
4717432,作为佛教的佛教,https://img1.doubanio.com/view/subject/s/public/s6178498.jpg,:周贵华,宗教文化出版社,2010-2-1,28.00, ,佛学|佛教|宗教|周贵华|佛法|佛教义理|修行|佛教·中国佛教·唯识宗
1047397,爵士乐,https://img1.doubanio.com/view/subject/s/public/s1185787.jpg,:马尔松,商务印书馆,1998-1,7.50, ,"爵士乐|音乐|“我知道什么”丛书|Jazz|艺术欣赏|爵士|cutr|Malson,Lucien"
1309534,现代建筑理论,https://img9.doubanio.com/view/subject/s/public/s1509106.jpg,:刘先觉,中国建筑工业出版社,2001-4-1,120.0, ,建筑|现代建筑理论|建築理論|开卷有益|建筑史|建筑•理论|用书|建筑理论
1702756,思辨留踪（下）,https://img9.doubanio.com/view/subject/s/public/s23615604.jpg,陈旭麓,华东师范大学出版社,1997-2,31.0, ,陈旭麓|近代史|思辨留踪|历史|评论|论文|政治|传记
1309537,旧建筑改建和重建,https://img1.doubanio.com/view/subject/s/public/s2602328.jpg,:肯尼思・鲍威尔,大连理工大学出版社,2001-11-1,198.00, ,旧建筑改建|建筑|建筑设计|建筑遗产保护|设计|建筑改造|建筑理论|regeneration
1440598,Marley & Me,https://img1.doubanio.com/view/subject/s/public/s1501657.jpg,:JohnGrogan,William Morrow,2005-11-01,USD 21.95, ,动物|小说|温暖|狗|Marley|外国文学|狗狗|Life
1440611,迷侠记,https://img9.doubanio.com/view/subject/s/public/s1515385.jpg,施定柔,朝华出版社,2005-9,20.0, ,施定柔|武侠|言情|小说|晋江|女性武侠|网络小说|古代
1440592,用脑拿订单,https://img3.doubanio.com/view/subject/s/public/s10185630.jpg,孙路弘,中国人民大学出版社,2006-1,29.80, ,销售|营销|孙路弘|用脑拿订单|用脑拿订单——销售中的全脑博弈|管理|商业|心理
1964883,为什么幸运的人总幸运倒霉的人老倒霉,https://img3.doubanio.com/view/subject/s/public/s2078452.jpg,:(美)斯宾塞·约翰逊,南海出版公司,2007-01-01,20.00, ,励志|心理学|自我完善|为什么幸运的人总幸运倒霉的人老倒霉|思维|人生|情商|心理
1964888,超越法学的视界,https://img3.doubanio.com/view/subject/s/public/s2136892.jpg,:强世功,北京大学出版社,2006-12,20.0, ,强世功|法理学|法学|法律|宪政|政治学|政治哲学|法
3013474,心灵简史,https://img3.doubanio.com/view/subject/s/public/s5879663.jpg,:吕陈君,中国言实出版社,2008-1,35.00, ,心理学|心灵简史|哲学|大师文章|弗洛伊德|经典文学|意义|修行
1964892,中国式MBO,https://img3.doubanio.com/view/subject/s/public/s2004740.jpg,郎咸平,东方出版社,2006-12-01,39.00, ,郎咸平|MBO|经济|管理|金融|管理层收购|财经|投资
1833818,原始人的法,https://img3.doubanio.com/view/subject/s/public/s1826712.jpg,:霍贝尔,法律出版社,2006,27.00, ,人类学|法学|霍贝尔|法律|法哲学与法社会学|原始人的法|法律人类学|法律著作
3013467,红点奖2007/2008全球最佳视觉传达设计年鉴,https://img1.doubanio.com/view/subject/s/public/s5878767.jpg,:彼得·扎克,,2008-2,380.00, ,设计|红点奖|Design|平面设计|视觉文化|视觉传达|工业设计|爱设计爱插画
3013475,李银河性学心得,https://img1.doubanio.com/view/subject/s/public/s11325807.jpg,李银河,时代文艺,2008-2,25.00, ,李银河|性学|社会学|性学心得|性社会学|中国|性革命|文化
4193118,盡頭,https://img1.doubanio.com/view/subject/s/public/s6379967.jpg,倪匡,遠景出版社,1981-10,NT130, ,卫斯理|倪匡|科幻|小说|香港|科幻小说|中国|虚构
1964883,为什么幸运的人总幸运倒霉的人老倒霉,https://img3.doubanio.com/view/subject/s/public/s2078452.jpg,:(美)斯宾塞·约翰逊,南海出版公司,2007-01-01,20.00, ,励志|心理学|自我完善|为什么幸运的人总幸运倒霉的人老倒霉|思维|人生|情商|心理
1178418,16岁女孩的心灵瑜伽,https://img1.doubanio.com/view/subject/s/public/s2177597.jpg,:莎拉·斯蒂尔曼,,2004-1,21.80, ,成长|青少年|励志|阅读|心灵瑜伽|郑州瑜伽馆|郑州瑜伽培训学校
1047376,快乐的金色年代（上下）,https://img1.doubanio.com/view/subject/s/public/s1328278.jpg,:罗兰・英格斯・怀特,天地出版社,2005-01,28.00, ,儿童文学|罗兰·英格斯·怀德|小木屋|赞赞|美国|童书|西部拓荒|美國
1440572,囚鸟的庭院,https://img3.doubanio.com/view/subject/s/public/s6468952.jpg,:（英）朱利娅•沃利斯•马丁,群众出版社,2005-01-01,18.0, ,英国|推理|悬疑|囚鸟的庭院.|神秘小说|幼小的心灵扭曲|社会|小说
1964863,激情不灭,https://img9.doubanio.com/view/subject/s/public/s10083065.jpg,:莱斯利·巴特菲尔德,电子工业出版社,2007-1,36.00, ,商业|激情不灭(梅赛德斯--奔驰品牌故事)|汽车|广告|战略|成长~|名牌|销售
1047365,古代的地理学,https://img9.doubanio.com/view/subject/s/public/s26552185.jpg,:波德纳尔斯基,商务印书馆,1986-08,18.20, ,地理|历史|地理学|汉译世界学术名著丛书|波德纳尔斯基|商务印书馆|社会学|苏联
1440589,浪客剑心,https://img1.doubanio.com/view/subject/s/public/s1975337.jpg,[日]和月伸宏,,,90.00, ,漫画|浪客剑心|和月伸宏|日本漫画|经典|日本|少年漫画|历史
1964867,昆虫的社会,https://img3.doubanio.com/view/subject/s/public/s2193863.jpg,[美]爱德华·奥斯本·威尔森,"重庆出版集团,重庆出版社",2007-1,88.00, ,昆虫|生物学|生物|爱德华·威尔逊|社会生物学|科普|自然|社会学
1047370,拉丁美洲被切开的血管,https://img3.doubanio.com/view/subject/s/public/s1730591.jpg,[乌拉圭]爱德华多·加莱亚诺,人民文学出版社,2001-11,18.00, ,历史|拉丁美洲|社会学|政治|拉美|拉丁美洲被切开的血管|社会|国际分工
3930929,秘密檔案傀儡師左近,https://img9.doubanio.com/view/subject/s/public/s3940595.jpg,:寫樂麿原案|山田隆司著|小畑健插畫,尖端出版,2000年5月,NTD150, ,小畑健|推理|漫画|日本|寫樂麿|【一般コミック】|傀儡師左近|小说
1440568,下午茶,https://img1.doubanio.com/view/subject/s/public/s26535959.jpg,简媜,九洲图书出版社,2000-1-1,12.5, ,简媜|散文|台湾|下午茶|是要饮入色声香味触法，所以吐露百样世情，千种人生。|台湾文学|简桢|文学
2227017,用声音打通经络,https://img1.doubanio.com/view/subject/s/public/s5761637.jpg,:詹姆斯·丹吉洛,,2007-9,28.00, ,声音疗法|音乐|经络|自然疗法|心灵|健康|修行|声音
3930935,韩非子·帝王的法术,https://img9.doubanio.com/view/subject/s/public/s3940596.jpg,:张觉,上海古籍出版社,2009-08,20.00, ,韩非|国学|诸子百家|韩非子|哲学|齐·国学基础教程（上海古籍出版社）|政治|工具书
3406668,ONE PIECE~航海王~52,https://img1.doubanio.com/view/subject/s/public/s3529349.jpg,:尾田栄一郎,東立,2009-1-7,100, ,漫画|尾田栄一郎|海贼王|尾田荣一郎|日本|ONEPIECE|日本漫画|JUMP
3668814,新父母学校,https://img3.doubanio.com/view/subject/s/public/s4303653.jpg,:刘良华,北京师范大学出版社,2009-3,28.00, ,家庭教育|教育|新父母学校|儿童教育|专业类-家庭教育|育儿|教育学|谈话
3930937,胆小鬼威利,https://img1.doubanio.com/view/subject/s/public/s3954568.jpg,:(英)安东尼·布朗文|图,二十一世纪出版社,2009年8月,22.80, ,绘本|安东尼·布朗|英国|儿童文学|童书|猩猩|蒲蒲兰|图画书
3930944,小岛,https://img3.doubanio.com/view/subject/s/public/s3954570.jpg,:(美)玛格丽特•怀兹•布朗文|(美)雷欧纳德•威斯伽德图,连环画出版社,2009年8月,26.80, ,绘本|美国|凯迪克金奖|童书|儿童文学|Margaret_Wise_Brown|图画书|蒲蒲兰
1047347,戒指的文化史,https://img1.doubanio.com/view/subject/s/public/s1126989.jpg,:（日）浜本隆志,上海书店出版社,2004-06,20.00, ,文化|戒指|文化史|历史|日本|艺术|艺术史|戒指的文化史
1178415,昙花之内时间之外,https://img3.doubanio.com/view/subject/s/public/s5718791.jpg,:王安安,上海译文出版社,2004-1,15.00, ,王安安|青春|昙花之内时间之外|随笔|成长|电影|书名美好|中国
1178416,瓦格纳,https://img1.doubanio.com/view/subject/s/public/s5641337.jpg,:PHILIPPEGODEFROID|周克希,上海译文出版社,2004-7-1,35.00, ,音乐|瓦格纳|发现之旅|传记|德国|艺术|文化史|西方历史文化
1178409,纸人,https://img3.doubanio.com/view/subject/s/public/s1771672.jpg,周德东,作家出版社,2004-7-1,18.00, ,周德东|恐怖|悬疑|小说|恐怖小说|纸人|惊悚|中国
1440553,淘氣小親親01,https://img1.doubanio.com/view/subject/s/public/s3162139.jpg,多田薰,東立,1997,85, ,漫画|多田薰|一吻定情|日本漫画|少女漫画|日本|经典|淘气小亲亲
1440557,设计与生存,https://img3.doubanio.com/view/subject/s/public/s6626721.jpg,:马宁伟,中国市场出版社（原中国物价出版社）,2006-1,30.00, ,项目管理|管理|技术文化|设计|马宁伟|职场|传记|工程师
2226990,胡适：努力人生,https://img9.doubanio.com/view/subject/s/public/s5761264.jpg,朱洪,广西师范大学出版社,2007-8,38.00, ,胡适|传记|自由主义|知识分子|人物经典|人物|生活的品读|中国文学
1702699,后读书杂志,https://img9.doubanio.com/view/subject/s/public/s3587254.jpg,:徐复,上海古籍出版社,1996-04,17.1, ,训诂|徐复|语言学|国学|章黄学派|训诂学|中学|筆記
1440554,The Man in the High Castle,https://img1.doubanio.com/view/subject/s/public/s4236339.jpg,:PhilipK.Dick,Vintage,1992-6-30,USD 13.95, ,科幻|PKD|PhilipK.Dick|小说|English|雨果奖|虚拟历史|外国科幻
1440555,A Random Walk Down Wall Street,https://img1.doubanio.com/view/subject/s/public/s29615998.jpg,:BurtonG.Malkiel,W. W. Norton & Company,"September, 1996",$15.95, ,金融|投资|华尔街|finance|经济|股市|radom|street
4848424,正妹心理学,https://img1.doubanio.com/view/subject/s/public/s4408688.jpg,:郑匡宇,南方出版社,2010-7,25.00, ,心理学|搭讪|社交|女性心理学|沟通|把妹达人|正妹|心理
1440565,圣诞节红雀,https://img3.doubanio.com/view/subject/s/public/s6450152.jpg,[美]范妮·弗拉格,人民文学出版社,2005-10,15.00, ,圣诞节红雀|美国|小说|范妮·弗拉格|爱的故事|外国文学|感动|很干净的故事
2226995,泛函分析新讲,https://img9.doubanio.com/view/subject/s/public/s2849846.jpg,:定光桂,科学出版社,2007-8,58.00, ,数学|泛函分析|Functional_Analysis|教材|Mathematics|Analysis|实分析5|jjj
4848427,血色童话,https://img1.doubanio.com/view/subject/s/public/s4416599.jpg,:（瑞典）伦德维斯特|JohnAjvideLindqvist,中信出版社,2010-7-1,28.00, ,吸血鬼|瑞典|小说|奇幻|外国文学|惊悚|瑞典文学|伦德维斯特
4848435,与苏格拉底吃早餐,https://img3.doubanio.com/view/subject/s/public/s4375663.jpg,:[英]罗伯特•罗兰•史密斯,中信出版社,2010-7,33.00, ,哲学|与苏格拉底吃早餐|人性|多学科|黑格尔|外国文学|历史没有新东西|康德
1440520,落花 下,https://img1.doubanio.com/view/subject/s/public/s1457778.jpg,|繪者：SN,聿書館文化出版社,2005/4,NTD 190/RMB 44, ,耽美|Killer|BL|耽美小说|小说|bl小说|阿耽小说=祖国|耽质美景
1047316,意图的模式,https://img3.doubanio.com/view/subject/s/public/s9950401.jpg,:[英]巴克森德尔,中国美术学院出版社,1997-9,22.50, ,艺术史|艺术理论|巴克森德尔|艺术|意图的模式|美术史|文艺理论|文化
1440516,大师的轨迹,https://img9.doubanio.com/view/subject/s/public/s1457774.jpg,:杰克·贝蒂,机械工业出版社,2006-1,32.00, ,德鲁克|管理|传记|管理学|人物|Peter.Drucker|Drucker|文学>传记
1047325,老妇还乡,https://img9.doubanio.com/view/subject/s/public/s1035004.jpg,[瑞士]弗里德里希·迪伦马特,外国文学出版社,2002-6,22.00, ,戏剧|迪伦·马特|剧本|外国文学|瑞士|迪伦马特|荒诞派|老妇还乡
1440525,浮生夢 之 碧落 上,https://img3.doubanio.com/view/subject/s/public/s1457781.jpg,|繪者：雷文,聿書館文化出版社,2005/7,NTD 180/RMB 41, ,耽美|尘印|小说|BL|耽美小说|虐|中国|古风
1047329,中国经学史讲义,https://img9.doubanio.com/view/subject/s/public/s1195235.jpg,:周予同,上海文艺出版社,1999,8.00, ,经学|周予同|經學史|思想史|中国经学史讲义|学术史|经学史|經學
1440546,拿破仑大传,https://img3.doubanio.com/view/subject/s/public/s10193650.jpg,:艾伦·肖姆,上海社会科学院出版社,2005-10,45.00, ,传记|拿破仑|人物传记|历史|拿破仑大传|Napoleon|人物|法国史
1702675,经籍籑诂(上下)(精),https://img1.doubanio.com/view/subject/s/public/s2181848.jpg,:（清）阮元|等撰集,中华书局,1982-04-01,330.00, ,训诂|国学|工具书|阮元|小学|训诂学|语言学|经学
1964814,积微居读书记,https://img1.doubanio.com/view/subject/s/public/s2177518.jpg,:杨树达,上海古籍,2006-12,28.00, ,杨树达|笔记|小学|积微居|楊樹達|晚清-民国学者|学术人物|国学
1964837,李斯特论柏辽兹与舒曼,https://img9.doubanio.com/view/subject/s/public/s3999296.jpg,:李斯特,人民音乐出版社,1979.3,0.96, ,音乐|李斯特|古典音乐|艺术|批评|音乐学|人物|诸种史
1309477,达洛维夫人 到灯塔去 雅各布之屋,https://img9.doubanio.com/view/subject/s/public/s1447896.jpg,[英]弗吉尼亚·伍尔夫,译林出版社,2001-9,23.30, ,弗吉尼亚·吴尔夫|意识流|小说|弗吉尼亚·伍尔夫|英国文学|英国|外国文学|达洛维夫人
3013405,建筑与都市019（A+U中文版）,https://img1.doubanio.com/view/subject/s/public/s5879369.jpg,:马卫东,,2008-1,98.00, ,建筑|马清运|a+u
3144479,我家有個狐仙大人 01,https://img1.doubanio.com/view/subject/s/public/s3179497.jpg,[日]柴村仁,台灣角川,,NT200, ,轻小说|柴村仁|日本|輕小說|漫画|小说|★轻小说★|放電映像❤
3930906,蓝鱼手绘日记,https://img9.doubanio.com/view/subject/s/public/s3940555.jpg,:bluefisher,广西师范大学出版社,2009-9,25.00, ,绘本|校园|bluefisher|大学|蓝鱼手绘日记|青春|漫画|温暖的绘本
4061972,狼王梦,https://img3.doubanio.com/view/subject/s/public/s4618773.jpg,:沈石溪,浙江少年儿童出版社,2009-10,18.00, ,沈石溪|动物小说|动物小说大王沈石溪·品藏书系|狼王梦|儿童文学|动物|小说|中国
4848403,一只猫的巴黎晃悠,https://img9.doubanio.com/view/subject/s/public/s4396884.jpg,[日]藤野优哉,中信出版社,2010-7,45.00, ,绘本|旅行|巴黎|一只猫的巴黎晃悠|日本|藤野优哉|猫|巴黎旅行
1440508,第五媒体,https://img3.doubanio.com/view/subject/s/public/s9076760.jpg,:朱海松,广东经济出版社,2005-9,28.00, ,第五媒体|无线营销|媒体|手机|营销|3G|网络营销|无线传媒
1047306,君子爱人以色,https://img9.doubanio.com/view/subject/s/public/s2117525.jpg,李敖,中国友谊出版公司,2006-12,25.00, ,李敖|杂文|君子爱人以色|台湾|港台文学|考据|社会|你在教我诈
1309445,幽灵电脑,https://img1.doubanio.com/view/subject/s/public/s3138847.jpg,:莱斯·马丁,少年儿童出版社,1998-9-1,6.00, ,X档案|科幻|小说|童年|欧美|美剧|推理|悬疑
1440510,天下第一,https://img1.doubanio.com/view/subject/s/public/s1457768.jpg,|畫者：MOON,詠夏國際出版社,2005/8,NTD 180/RMB 35, ,耽美|青岚|小说|耽美小说|古代|腐|中国|BL小说
1440503,租佃关系新论,https://img1.doubanio.com/view/subject/s/public/s1457758.jpg,:高王凌,上海书店,2005年7月,25.00, ,经济史|高王凌|社会学|社会经济史|经济社会史|经济学|土地|历史
2095868,格萨尔王传,https://img3.doubanio.com/view/subject/s/public/s23794843.jpg,:阿札玛瑙宗,西藏人民出版社,,20, ,史诗|少数民族文学|宗教|史歌神话|中国古典文学
1047297,吴宓日记 第1册:1910~1915,https://img3.doubanio.com/view/subject/s/public/s1046920.jpg,:吴宓,三联书店,1998-05,26.80, ,吴宓|日记|吴宓日记|历史|史料|文学|传记|近代史
1702664,丘吉尔文集:思想与经历,https://img9.doubanio.com/view/subject/s/public/s1963424.jpg,[英]温斯顿·丘吉尔,江苏人民出版社,1999-01,11.0, ,丘吉尔|传记|历史|伟大人物之思想|英国|Winston.Churchill|外国文学|社科
1702643,中国医学史,https://img9.doubanio.com/view/subject/s/public/s4623745.jpg,:陈邦贤,商务印书馆,1998-4,19.40, ,中医|中国医学史|医学|医学史|历史|科普|文化史|醫學
2226950,冲破时光爱上你,https://img3.doubanio.com/view/subject/s/public/s2890173.jpg,:悠悠,北方文艺出版社,2007-09,23.80, ,穿越|言情|晋江|小说|穿越时空|悠悠|汉武帝|青春
2226948,苏童作品精编,https://img3.doubanio.com/view/subject/s/public/s4217960.jpg,苏童,漓江出版社,2007-8,24.80, ,苏童|小说|当代文学|作品集|中国文学|文学|深沉而无望|文集
2226949,王小波作品精编,https://img3.doubanio.com/view/subject/s/public/s8823333.jpg,王小波,漓江出版社,2007-8,29.80, ,王小波|小说|现代文学|中国文学|爱情|当代|文学|不朽
2226952,樱桃初夏,https://img9.doubanio.com/view/subject/s/public/s2854476.jpg,暗夜流光,北方文艺出版社,2007-9,22.00, ,暗夜流光|耽美|青春|樱桃初夏|小说|耽美小说|BL|夏怡然
4848383,谁为伊斯兰讲话,https://img9.doubanio.com/view/subject/s/public/s29560204.jpg,:[美]约翰.L.埃斯波西托|[美]达丽亚·莫格海德,中国社会科学出版社,2010,25.00, ,伊斯兰|宗教|穆斯林|伊斯兰教|政治|历史|美国|约翰.L.埃斯波西托
3831258,ダブルミンツ,https://img9.doubanio.com/view/subject/s/public/s3892855.jpg,[日]中村明日美子,茜新社,2009/07/24,650, ,中村明日美子|漫画|耽美|日本|耽美漫画|BL|日本漫画|BLコミック
3668722,短线点金,https://img9.doubanio.com/view/subject/s/public/s3788735.jpg,,,2009-3,29.00, ,股票|投资|理财|徐文明|国内骗钱书|金融|读书|经济学
1309412,虎！虎！,https://img3.doubanio.com/view/subject/s/public/s3574123.jpg,:莱斯・马丁,少年儿童出版社,1998-12-1,6.20, ,x档案|科幻|小说|欧美|推理|美剧|童年|悬疑
1067855,花纹,https://img3.doubanio.com/view/subject/s/public/s1197910.jpg,海男,湖南文艺出版社,2003-08,18.00, ,海男|小说|女性主义|当代文学|爱情|当当读书|当代|大陆
1047265,假面公主之骑士精神,https://img1.doubanio.com/view/subject/s/public/s1152647.jpg,:角子,辽宁教育出版社,2002-01,29.80, ,蔡依林|写真|台湾|传记|摄影|Jolin|骑士|辽宁教育出版社
1440492,是明灯还是幻象,https://img1.doubanio.com/view/subject/s/public/s1457749.jpg,韩少功|蒋子丹,云南人民出版社,2003-1-1,28.00, ,思想|是明灯还是幻象|文化|艺术|多维思考-独立判断|人文|评论|人文经典
1440490,王朔文集（纯情卷）,https://img1.doubanio.com/view/subject/s/public/s1457748.jpg,王朔,华艺出版社,1994,4.99, ,王朔|小说|中国文学|中国|纯情卷|爱情|现代小说|文学
1964784,马小跳玩数学,https://img9.doubanio.com/view/subject/s/public/s10065965.jpg,杨红樱,吉林美术出版社,2006-9,12.8, ,数学|儿童文学|淘气包马小跳系列|图书馆|二年级
1047269,中国表情,https://img3.doubanio.com/view/subject/s/public/s1183032.jpg,:郑岩,四川人民出版社,2004-1-1,49.00, ,考古|文物|历史|中国|艺术史|郑岩|艺术|文化
1964774,论语,https://img9.doubanio.com/view/subject/s/public/s5804746.jpg,,中华书局,2006-12,9.80, ,国学|孔子|论语|经典|哲学|古典文学|思想|中国文学
1833714,标志字体设计圣经,https://img1.doubanio.com/view/subject/s/public/s1946439.jpg,:莱斯利·凯巴加,上海人民美术出版社,2006-3,88.00, ,设计|字体|平面设计|字体设计|标志字体设计圣经|艺术|Design|标志设计
3013345,中国文化与中国设计十讲,https://img3.doubanio.com/view/subject/s/public/s3005423.jpg,:祝帅,中国电力出版社,2008-3,32.00, ,设计|中国文化|艺术设计|设计理论|设计理念|文化|国学|中国
3013357,庄子,https://img9.doubanio.com/view/subject/s/public/s3318005.jpg,庄子,中州古籍出版社,2008-1-1,38.00, ,庄子|哲学|国学|中国哲学|古典文学|道家|古典|古典文學
2226913,C语言核心技术,https://img3.doubanio.com/view/subject/s/public/s3395381.jpg,:PeterPrinz|TonyCrawford,机械工业出版社,2007年,69.00, ,c语言|c|编程|计算机|C|程序设计|programming|C/C++
3799780,不脱不色2,https://img3.doubanio.com/view/subject/s/public/s27267273.jpg,:鱼顺顺|照心,海南出版社,2008年,25.0, ,鱼顺顺|网络小说|情感|生活情感|爱情|随笔|旅行文學|aaaa
3930857,微观经济学,https://img3.doubanio.com/view/subject/s/public/s4009491.jpg,:(美)哈尔·R.范里安|译者,上海人民出版社,2009-7,58.00, ,经济学|中级微观经济学|微观经济学|经济|范里安|教材|经济学教材|美国
4115890,ULTRAS,https://img3.doubanio.com/view/subject/s/public/s11284952.jpg,:えすとえむ,東京漫画社,2009/11,¥650, ,えすとえむ|漫画|BLコミック|BL|耽美|耽美漫画|日本|足球
3930856,数字情种,https://img3.doubanio.com/view/subject/s/public/s28105923.jpg,:[美]保罗·霍夫曼,上海科学教育出版社,2009-6,25.00, ,传记|数学|科普|人物传记|数学家传记|埃尔德什|数学文化|Erdos
1047264,四书五经(上下)(精装),https://img1.doubanio.com/view/subject/s/public/s1034948.jpg,,北京古籍出版社,1997-04,52.00, ,四书五经|国学|哲学|古典名著|经|成长|古籍|古典文学
1309404,夜幕降临,https://img1.doubanio.com/view/subject/s/public/s2669447.jpg,:莱斯・马丁,,1998-12-1,6.20, ,x档案|科幻|小说|童年|欧美|美剧|推理|美国
1309405,恐惧,https://img3.doubanio.com/view/subject/s/public/s3225251.jpg,:莱斯・马丁,,1998-12-1,6.00, ,科幻|X档案|小说|推理|欧美|悬疑|童年|美国文学
1309403,骗局,https://img1.doubanio.com/view/subject/s/public/s3225247.jpg,:莱斯・马丁,少年儿童出版社,1998-9-1,6.00, ,科幻|x档案|小说|推理|欧美|悬疑|美剧|童年
1178324,Say It Right the First Time,https://img9.doubanio.com/view/subject/s/public/s6985114.jpg,:LorettaMalandro,McGraw-Hill Education,2003-4-16,GBP 17.99, ,Communication|励志|self-improvement|McGraw-Hill|Management|心智|职场|美国
1354419,The Fear of Freedom,https://img9.doubanio.com/view/subject/s/public/s3880235.jpg,:ErichFromm,Routledge,2001-7-16,USD 19.95, ,社会学|心理学|ErichFromm|英文原版|法兰克福学派|心理|哲学|politics
1440468,漩涡,https://img1.doubanio.com/view/subject/s/public/s3144127.jpg,:伊藤潤二,東立,民88,NT$90, ,伊藤润二|漫画|恐怖漫画|日本|恐怖|日本漫画|漩涡|诡异
1440454,文明的碎片,https://img3.doubanio.com/view/subject/s/public/s2758590.jpg,余秋雨,春风文艺出版社,1994,, ,余秋雨|散文|随笔|人文|散文随笔|中国当代文学|文化|中国文学
2751184,The Art of Agile Development,https://img1.doubanio.com/view/subject/s/public/s4227608.jpg,:JamesShore|ShaneWarden,O'Reilly Media,2007-11-2,USD 39.99, ,agile|软件工程|敏捷|项目管理|编程|技术|programming|计算机
1440476,天下赵州生活禅,https://img9.doubanio.com/view/subject/s/public/s1457736.jpg,:马明博,中国青年出版社,2005年7月北京第1版,30.00, ,禅|生活禅|佛教|柏林禅寺|宗教|佛禅|哲|马明博
3013320,恋上芝士蛋糕,https://img1.doubanio.com/view/subject/s/public/s5879748.jpg,:潘行庄编,,2008-2,36.00, ,美食|烘焙|芝士蛋糕|食谱|恋上芝士|饮食|吃|可爱
3275459,Design • Taste,https://img3.doubanio.com/view/subject/s/public/s3754603.jpg,:Viction,Victionary,2009-5-15,USD 39.95, ,设计|Design|Taste|平面设计|餐饮品牌|Victionary|香港|Graphic
3144396,稻草人手记,https://img9.doubanio.com/view/subject/s/public/s3179376.jpg,三毛,中国友谊出版公司,1985年12月,2.30, ,三毛|散文|台湾|随笔|稻草人手记|文学|中国文学|中国
1833685,今天是什么,https://img1.doubanio.com/view/subject/s/public/s6269797.jpg,:章启群,文化艺术出版社,2006-6,22.80, ,哲学|哲学入门|章启群|西方哲学|思想|哲理|随笔|思维
3668680,德国（第二版）,https://img3.doubanio.com/view/subject/s/public/s3760082.jpg,LonelyPlanet公司,生活·读书·新知三联书店,2009-3,78.00, ,旅行|德国|LonelyPlanet|旅游|LP|首经贸|重庆图书馆|远镇
4061914,风流,https://img3.doubanio.com/view/subject/s/public/s6079580.jpg,:刘雅茹,中国海关出版社,2009-9-1,36.00, ,小说|魏晋|谢安|刘雅茹|魏晋南北朝|历史|历史小说|情感
1440447,The Hr Value Proposition,https://img9.doubanio.com/view/subject/s/public/s8733214.jpg,:DavidUlrich|WayneBrockbank,Harvard Business School Press,"30 June, 2005",$35.00, ,HR|管理|人力资源管理|Value|Ulrich|英文|Proposition|培训阅读4B
1047227,听泉,https://img1.doubanio.com/view/subject/s/public/s1595587.jpg,:[日]东山魁夷,花山文艺出版社 河北教育出版社,2001-11,20.00, ,东山魁夷|日本|散文|日本文学|随笔|听泉|艺术|文学
1047215,一天比一天更多爱,https://img3.doubanio.com/view/subject/s/public/s1552582.jpg,:（美）艾伯斯坦,哈尔滨出版社,2003-01,20.00, ,"心灵|励志|一天比一天更多爱|生活|关于LOVE,关于LIFE|随笔|美好人生|我为什么会看这本书"
1440435,母亲杨沫,https://img3.doubanio.com/view/subject/s/public/s1589702.jpg,老鬼,长江文艺出版社,2005-8,32.00, ,传记|老鬼|杨沫|回忆录|记实文学|中国|中国文学|类别传记
